cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,t090c,t190c,t2_t190c,c0s_m,c1s_m,c2_c1s_m,v0,cstarat0,cstartr0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude,depsm
EN608,21,19,2018-02-03 23:20:44,34.0221,34.0196,26.2782,26.2764,279.98294,-73.577,653.597,9.4596,9.4585,1486.77,1486.76,61555.0,34.972729,2564.75,5.226,9.4602,9.459,-0.0012,3.663787,3.663441,-0.000346,4.4822,0.5556,87.0306,0.0644,1.2585,0.0304,0.61,0.0,0.0022,0.0022,4.8132,4.8164,0.5163,1.2564,15.709,0.0,8.0811,39.9239,-70.88616,5.185925352424605
EN608,21,20,2018-02-03 23:20:51,34.0233,34.0205,26.2809,26.2785,280.04872,-73.599,653.754,9.4486,9.4502,1486.73,1486.73,61717.0,34.972807,2571.5,5.148,9.4492,9.4508,0.0016,3.662884,3.662764,-0.00012,4.4815,0.5563,87.0154,0.064,1.2504,0.0174,0.35,0.0,0.0023,0.0023,4.8132,4.8164,0.5239,1.2959,16.255,0.0,8.0425,39.92387,-70.88616,5.108524448039136
EN608,21,21,2018-02-03 23:20:58,34.0228,34.0205,26.2798,26.2781,280.02172,-73.591,653.706,9.4531,9.4524,1486.75,1486.75,61884.0,34.972887,2578.458,5.383,9.4537,9.453,-0.0007,3.663267,3.662978,-0.00029,4.4812,0.5566,87.009,0.0687,1.3669,0.0165,0.33,0.0,0.0023,0.0023,4.8132,4.8164,0.502,1.1789,14.217,0.0,8.3905,39.92384,-70.88616,5.341719391678204
EN608,21,22,2018-02-03 23:21:06,34.0226,34.0202,26.2793,26.2773,280.00756,-73.561,653.582,9.4556,9.4562,1486.74,1486.74,62069.0,34.972976,2586.167,4.314,9.456,9.4566,0.0006,3.663416,3.663232,-0.000183,4.4762,0.5611,86.9115,0.0565,1.0623,0.0191,0.38,0.0,0.0023,0.0023,4.8132,4.8164,0.5141,1.244,15.013,0.0,8.3905,39.92382,-70.88616,4.280928331924003
EN608,21,23,2018-02-03 23:21:12,34.0231,34.0204,26.2799,26.2777,280.01711,-73.581,653.67,9.4538,9.4545,1486.75,1486.75,62223.0,34.973051,2592.583,5.09,9.4544,9.4551,0.0007,3.663338,3.663145,-0.000193,4.4791,0.5585,86.9693,0.0611,1.1775,0.0224,0.45,0.0,0.0023,0.0023,4.8132,4.8164,0.4683,1.0148,12.024,0.0,8.5065,39.92378,-70.88616,5.050969910407472
EN608,21,24,2018-02-03 23:21:19,34.0239,34.0216,26.2809,26.2791,280.03024,-73.581,653.747,9.4513,9.4516,1486.75,1486.75,62383.0,34.973128,2599.25,5.796,9.452,9.4522,0.0002,3.663231,3.663032,-0.000198,4.4816,0.5563,87.0174,0.058,1.1003,0.2976,5.95,0.0,0.0023,0.0023,4.8132,4.8163,0.3968,0.70587,8.5423,0.0,8.3518,39.92376,-70.88616,5.751546456984116
EN608,19,1,2018-02-03 17:57:55,35.0923,35.09,27.5366,27.5346,295.92814,-83.964,724.695,6.627,6.6278,1485.76,1485.76,18198.0,34.748544,758.208,502.146,6.6739,6.6747,0.0008,3.529438,3.529302,-0.000136,4.6286,0.4255,89.9103,0.0141,0.002,0.6397,12.79,0.0,0.0022,-0.0017,4.7956,4.802,0.1697,1e-12,1.7354e-13,0.0,576.24,39.76652,-70.88725,497.7050538566359
EN608,19,2,2018-02-03 17:58:03,35.0924,35.09,27.5368,27.5348,295.93542,-83.912,733.628,6.6259,6.6268,1485.77,1485.77,18408.0,34.748645,766.958,502.563,6.6728,6.6738,0.001,3.529361,3.52924,-0.000121,4.6289,0.4252,89.9171,0.0134,-0.0142,0.0369,0.74,0.0,0.0023,-0.0016,4.7922,4.7988,0.1697,1e-12,1.7347e-13,0.0,576.47,39.7665,-70.88728,498.11786635188537
EN608,19,3,2018-02-03 18:03:22,35.2602,35.2588,27.226,27.2247,276.76757,-76.121,515.347,9.5488,9.5502,1493.63,1493.64,26052.0,34.752332,1085.458,302.643,9.5833,9.5847,0.0014,3.808425,3.808425,-1.02e-07,4.6205,0.4325,89.7505,0.0134,-0.0142,0.6338,12.68,0.0,0.0019,-0.0014,3.7181,3.7228,0.1697,1e-12,8.6022e-14,0.0,1168.9,39.7656,-70.88762,300.1106597849225
EN608,19,4,2018-02-03 18:03:30,35.2599,35.2585,27.2264,27.2248,276.78876,-75.996,513.573,9.5453,9.5477,1493.63,1493.63,26245.0,34.752425,1093.5,303.141,9.5799,9.5823,0.0024,3.8081,3.808191,9e-05,4.62,0.4329,89.7412,0.014,0.0001,0.5852,11.71,0.0,0.002,-0.0013,3.7357,3.7404,0.1697,1e-12,1.3107e-13,0.0,763.34,39.76558,-70.88762,300.60413152973734
EN608,19,5,2018-02-03 18:07:26,35.6392,35.6378,26.7777,26.7767,253.85039,-68.007,541.81,13.5159,13.5155,1505.55,1505.55,31919.0,34.755161,1329.917,170.743,13.5401,13.5397,-0.0004,4.224341,4.224154,-0.000187,4.6153,0.4371,89.6471,0.0139,-0.0024,1.7622,35.24,0.0,0.002,0.0007,4.3851,4.3906,0.1697,1e-12,1.6437e-13,0.0,608.41,39.76484,-70.8878,169.36828814625113
EN608,19,6,2018-02-03 18:07:33,35.6407,35.6423,26.779,26.7792,253.85121,-68.063,524.168,13.5152,13.5198,1505.56,1505.57,32071.0,34.755234,1336.25,170.923,13.5395,13.5441,0.0046,4.22444,4.22506,0.00062,4.6164,0.4362,89.6691,0.0134,-0.0142,1.2407,24.81,0.0,0.002,0.0007,4.357,4.3625,0.1697,1e-12,1.6529e-13,0.0,605.01,39.76482,-70.88782,169.54676508472446
EN608,19,7,2018-02-03 18:10:17,35.0615,35.0601,26.61,26.6086,262.36252,-69.752,603.758,12.1268,12.1282,1499.03,1499.04,36019.0,34.757138,1500.75,100.367,12.14,12.1414,0.0014,4.024185,4.024178,-7e-06,4.6013,0.4494,89.372,0.0207,0.1664,0.027,0.54,0.0,0.0021,0.0009,3.6875,3.6925,0.182,0.020132,0.0037227,0.0,540.78,39.76454,-70.88838,99.57586925545101
EN608,19,8,2018-02-03 18:10:24,35.061,35.0593,26.6098,26.6083,262.36839,-69.751,474.541,12.1259,12.1265,1499.02,1499.02,36175.0,34.757214,1507.25,99.951,12.139,12.1396,0.0006,4.024031,4.023902,-0.000129,4.6009,0.4498,89.3642,0.0192,0.1309,0.0369,0.74,0.0,0.0021,0.0009,4.6282,4.6337,0.1819,0.019766,0.0036706,0.0,538.5,39.76454,-70.8884,99.16324822642319
EN608,19,9,2018-02-03 18:12:45,34.5494,34.5475,26.45,26.4481,270.56728,-71.681,-71.101,10.8508,10.8534,1493.41,1493.41,39557.0,34.758845,1648.167,65.166,10.8587,10.8612,0.0026,3.848541,3.848594,5.3e-05,4.5439,0.5003,88.2445,0.043,0.724,1.2438,24.88,0.0,0.0021,0.001,0.0024,0.005,0.2643,0.24172,0.049916,0.0,484.25,39.76432,-70.88898,64.65785021411983
EN608,19,10,2018-02-03 18:12:51,34.5503,34.5477,26.4502,26.4481,270.54938,-71.72,-71.108,10.8535,10.8539,1493.42,1493.42,39714.0,34.75892,1654.708,65.44,10.8615,10.8618,0.0004,3.848909,3.84868,-0.00023,4.5417,0.5023,88.1998,0.0427,0.7184,0.6379,12.76,0.0,0.0021,0.001,0.0024,0.005,0.2614,0.23335,0.048299,0.0,483.13,39.76429,-70.889,64.92967051365383
EN608,19,11,2018-02-03 18:14:30,34.2532,34.2507,26.3633,26.3612,276.03031,-73.113,-72.551,10.0264,10.027,1489.95,1489.94,42079.0,34.760061,1753.25,55.062,10.0327,10.0333,0.0006,3.741461,3.741269,-0.000191,4.497,0.5424,87.3208,0.0571,1.0772,0.6379,12.76,0.0,0.0021,0.0011,0.0024,0.0048,0.3718,0.60257,0.12701,0.0,474.39,39.76402,-70.88918,54.63397668137383
EN608,19,12,2018-02-03 18:14:38,34.252,34.2495,26.3628,26.3607,276.05134,-73.078,-72.554,10.0233,10.0242,1489.93,1489.93,42285.0,34.76016,1761.833,54.806,10.0296,10.0305,0.0009,3.74104,3.740873,-0.000168,4.4991,0.5404,87.3625,0.0531,0.9763,1.8186,36.37,0.0,0.0022,0.0012,0.0024,0.0048,0.3738,0.61002,0.12986,0.0,469.75,39.76398,-70.8892,54.380000431858775
EN608,19,13,2018-02-03 18:14:45,34.2538,34.2506,26.3635,26.3612,276.02304,-73.109,-72.561,10.0275,10.0264,1489.94,1489.94,42456.0,34.760243,1768.958,54.757,10.0337,10.0327,-0.001,3.741597,3.741187,-0.000411,4.4949,0.5442,87.2806,0.051,0.9246,0.8924,17.85,0.0,0.002,0.001,0.0024,0.0047,0.3746,0.61339,0.13108,0.0,467.97,39.76394,-70.88922,54.33138775442991
EN608,19,14,2018-02-03 18:14:52,34.2524,34.2498,26.3628,26.3608,276.0401,-73.056,-72.564,10.0251,10.025,1489.93,1489.93,42623.0,34.760323,1775.917,54.553,10.0313,10.0312,-0.0002,3.741229,3.740957,-0.000273,4.4937,0.5453,87.2566,0.0544,1.0093,0.6356,12.71,0.0,0.0022,0.0012,0.0024,0.0047,0.3773,0.62342,0.13332,0.0,467.59,39.76392,-70.88922,54.129000157003254
EN608,19,15,2018-02-03 18:17:18,34.2141,34.2116,26.3546,26.3526,276.88916,-73.039,-72.557,9.9005,9.9009,1488.94,1488.94,46106.0,34.762003,1921.042,25.022,9.9033,9.9037,0.0004,3.724278,3.724064,-0.000214,4.4845,0.5536,87.0742,0.0668,1.3208,0.0822,1.64,0.0,0.0022,0.0013,0.0024,0.0045,1.3412,14.291,2.3839,0.0,599.94,39.76352,-70.8898,24.82930010032019
EN608,19,16,2018-02-03 18:17:26,34.2153,34.2128,26.355,26.3529,276.8675,-73.029,-72.555,9.9037,9.9044,1488.96,1488.96,46320.0,34.762106,1929.958,25.457,9.9065,9.9073,0.0007,3.724707,3.724532,-0.000175,4.4842,0.5539,87.0688,0.0631,1.2261,0.0269,0.54,0.0,0.0022,0.0013,0.0024,0.0045,1.3287,13.857,2.3034,0.0,601.6,39.7635,-70.88984,25.26092342467249
EN608,19,17,2018-02-03 18:17:33,34.2134,34.2112,26.3546,26.3526,276.91041,-73.025,-72.563,9.8972,9.8988,1488.93,1488.93,46488.0,34.762187,1936.958,25.083,9.9001,9.9017,0.0016,3.723907,3.723841,-6.6e-05,4.4829,0.5551,87.0433,0.0623,1.2074,1.1568,23.14,0.0,0.0022,0.0013,0.0024,0.0045,1.3504,14.621,2.4595,0.0,594.53,39.76348,-70.88985,24.889826644363122
EN608,19,18,2018-02-03 18:20:11,34.2109,34.2084,26.3562,26.3544,277.04463,-72.886,-72.424,9.8783,9.878,1488.5,1488.5,50262.0,34.764007,2094.208,4.306,9.8788,9.8785,-0.0003,3.720756,3.720492,-0.000263,4.4813,0.5565,87.0115,0.0606,1.165,0.9455,18.91,0.0,0.0021,0.0013,0.0024,0.0044,2.8678,532.57,24.168,0.0,2248.8,39.7632,-70.88985,4.27305323341531
EN608,19,19,2018-02-03 18:20:18,34.2109,34.2084,26.3561,26.3538,277.03929,-72.895,-72.417,9.8792,9.8812,1488.5,1488.5,50430.0,34.764088,2101.208,3.766,9.8796,9.8817,0.002,3.720818,3.720761,-5.7e-05,4.4771,0.5603,86.9296,0.0582,1.104,0.44,8.8,0.0,0.0022,0.0014,0.0024,0.0044,3.131,948.39,38.796,0.0,2446.3,39.76318,-70.88984,3.7371898644313704
EN608,19,20,2018-02-03 18:20:24,34.2109,34.2082,26.3551,26.353,277.00574,-72.948,-72.41,9.8847,9.8853,1488.52,1488.52,50588.0,34.764164,2107.792,4.022,9.8852,9.8858,0.0006,3.721337,3.721132,-0.000205,4.4794,0.5582,86.9742,0.0529,0.9719,0.2313,4.63,0.0,0.0021,0.0013,0.0024,0.0044,3.0616,812.54,44.772,0.0,1862.0,39.76316,-70.88982,3.9912289699163543
EN608,19,21,2018-02-03 18:20:30,34.2108,34.2085,26.3549,26.3531,276.99898,-72.864,-72.409,9.8859,9.8858,1488.53,1488.53,50723.0,34.764229,2113.417,4.086,9.8863,9.8863,0.0,3.721442,3.721215,-0.000227,4.4818,0.5561,87.0213,0.0505,0.9134,0.0246,0.49,0.0,0.0021,0.0013,0.0024,0.0044,3.0163,735.49,41.003,0.0,1899.4,39.76316,-70.8898,4.0547386969906745
EN608,19,22,2018-02-03 18:20:37,34.2109,34.2082,26.3551,26.353,277.00117,-72.909,-72.426,9.8854,9.8849,1488.53,1488.52,50881.0,34.764306,2120.0,4.202,9.8859,9.8853,-0.0006,3.721421,3.721095,-0.000326,4.4774,0.56,86.936,0.0473,0.8324,0.0295,0.59,0.0,0.0021,0.0013,0.0024,0.0043,3.0138,731.43,30.275,0.0,2420.4,39.76314,-70.8898,4.169850027053339
EN608,19,23,2018-02-03 18:20:43,34.2108,34.2085,26.3555,26.3536,277.01992,-72.855,-72.429,9.8824,9.883,1488.51,1488.51,51035.0,34.76438,2126.417,3.987,9.8829,9.8834,0.0006,3.721117,3.720945,-0.000172,4.4775,0.56,86.936,0.0449,0.7707,0.6405,12.81,0.0,0.0021,0.0013,0.0024,0.0043,2.9811,678.19,31.711,0.0,2150.1,39.76314,-70.88978,3.956497079582083
EN608,19,24,2018-02-03 18:20:50,34.2113,34.2088,26.3558,26.3535,277.01368,-72.88,-72.429,9.8833,9.8847,1488.52,1488.52,51195.0,34.764457,2133.083,4.173,9.8837,9.8852,0.0014,3.721255,3.721141,-0.000114,4.4757,0.5615,86.9026,0.049,0.8754,0.6488,12.98,0.0,0.0021,0.0013,0.0024,0.0043,2.9142,573.61,35.096,0.0,1637.1,39.76312,-70.88978,4.141072200610692
EN608,20,1,2018-02-03 21:20:22,35.1105,35.1076,27.4851,27.482,292.66218,-83.077,616.654,7.1028,7.109,1487.06,1487.08,17652.0,34.889137,735.458,467.619,7.1481,7.1542,0.0061,3.573358,3.573669,0.000311,4.6027,0.4482,89.4004,0.0134,-0.0142,0.2523,5.05,0.0,0.0016,-0.0051,4.1156,4.119,0.1686,1e-12,6.5976e-13,0.0,151.57,39.92668,-70.768,463.51514975958105
EN608,20,2,2018-02-03 21:20:32,35.1107,35.1085,27.4845,27.4822,292.62198,-83.089,606.806,7.1088,7.1124,1487.07,1487.08,17902.0,34.889258,745.875,467.033,7.154,7.1577,0.0037,3.573901,3.574035,0.000134,4.6043,0.4468,89.4313,0.0134,-0.0142,0.3024,6.05,0.0,0.0017,-0.005,4.1005,4.1038,0.1687,1e-12,6.5976e-13,0.0,151.57,39.92664,-70.76796,462.9349453838702
EN608,20,3,2018-02-03 21:20:38,35.1106,35.108,27.4834,27.4818,292.57598,-83.01,599.18,7.1156,7.1126,1487.09,1487.08,18048.0,34.889328,751.958,466.782,7.1609,7.1578,-0.0031,3.574512,3.573988,-0.000524,4.6038,0.4472,89.422,0.0134,-0.0142,0.3088,6.18,0.0,0.0015,-0.0052,4.0775,4.0808,0.1687,1e-12,6.5976e-13,0.0,151.57,39.92662,-70.76793,462.6864273111
EN608,20,4,2018-02-03 21:20:45,35.1103,35.1082,27.4851,27.4835,292.67064,-83.058,600.472,7.1017,7.1016,1487.04,1487.04,18208.0,34.889405,758.625,467.095,7.1469,7.1468,-0.0001,3.573205,3.573014,-0.000191,4.6042,0.4469,89.4294,0.0134,-0.0142,0.3109,6.22,0.0,0.0017,-0.005,4.087,4.0904,0.1686,1e-12,6.5976e-13,0.0,151.57,39.92658,-70.76792,462.99633227209813
EN608,20,5,2018-02-03 21:20:51,35.1103,35.1079,27.4849,27.4823,292.66265,-83.126,600.843,7.1029,7.1082,1487.04,1487.06,18353.0,34.889475,764.667,466.737,7.1481,7.1534,0.0053,3.573302,3.573577,0.000276,4.6033,0.4477,89.4112,0.0134,-0.0142,0.3187,6.38,0.0,0.0016,-0.005,4.1264,4.13,0.1687,1e-12,6.6453e-13,0.0,150.49,39.92656,-70.7679,462.64187224650317
EN608,20,6,2018-02-03 21:21:01,35.1104,35.1085,27.481,27.4799,292.46885,-83.002,608.435,7.1316,7.1288,1487.15,1487.13,18584.0,34.889587,774.292,466.365,7.1768,7.174,-0.0028,3.57596,3.575523,-0.000436,4.6058,0.4454,89.4627,0.0134,-0.0142,0.344,6.88,0.0,0.0017,-0.0049,4.0933,4.0968,0.1688,1e-12,6.6811e-13,0.0,149.68,39.92652,-70.76787,462.27355001080616
EN608,20,7,2018-02-03 21:32:29,33.8141,33.8104,26.2358,26.2331,285.15187,-75.106,-74.553,8.7042,8.7028,1483.73,1483.72,35089.0,34.897546,1462.0,5.114,8.7048,8.7033,-0.0014,3.574751,3.57427,-0.000481,4.4419,0.5923,86.2369,0.0759,1.5475,0.0346,0.69,0.0,0.002,0.0015,0.0024,0.0052,1.6295,28.741,26.613,0.0,107.99,39.92304,-70.77047,5.07478696594406
EN608,24,1,2018-02-04 08:41:45,32.9869,32.9837,25.9018,25.8992,301.8708,-79.86,351.135,6.4785,6.479,1474.18,1474.18,11028.0,35.36232,459.458,4.856,6.4789,6.4794,0.0006,3.299843,3.299602,-0.00024,4.4053,0.6258,85.5167,0.0479,0.8461,4.6359,92.72,0.0,0.0019,0.0011,2.549,2.5493,0.4847,1.094,11.548,0.0,9.4731,40.35478,-70.76336,4.818581136885172
EN608,29,1,2018-02-04 21:11:19,32.3216,32.3181,25.7987,25.7959,335.36389,383.238,216.319,2.3678,2.3685,1456.25,1456.25,12139.0,35.882856,505.75,3.553,2.368,2.3686,0.0007,2.894132,2.893904,-0.000228,3.7829,1.244,73.2714,0.1388,3.1205,0.8978,17.96,0.0,2.5822,2.5823,1.6685,1.6685,1.5004,21.129,28.595,0.0,73.89,41.1971,-70.88366,3.5253624032113176
EN608,29,2,2018-02-04 21:11:26,32.3206,32.3165,25.7979,25.7942,335.3577,388.521,217.304,2.3688,2.3731,1456.25,1456.27,12309.0,35.882938,512.833,3.461,2.369,2.3733,0.0043,2.894132,2.894152,2e-05,3.7751,1.2524,73.1175,0.149,3.3759,0.8879,17.76,0.0,2.5908,2.5909,1.6707,1.6707,1.5209,22.183,30.021,0.0,73.89,41.19712,-70.88366,3.434078806766554
EN608,4,1,2018-02-01 05:44:26,32.7592,32.757,25.9766,25.9748,318.781,-85.158,-84.973,4.2685,4.2688,1465.59,1465.59,6235.0,32.239187,259.75,44.008,4.2715,4.2717,0.0003,3.091552,3.091382,-0.00017,4.2113,0.8085,81.7007,0.0909,1.9232,0.1288,2.58,0.0,0.0013,0.0013,0.0024,0.0024,0.1722,1e-12,1.0556e-11,0.0,9.4731,41.02064,-70.87162,43.66209107613995
EN608,4,2,2018-02-01 05:44:40,32.7591,32.7568,25.9765,25.9746,318.77156,-85.172,-84.972,4.2697,4.2702,1465.6,1465.6,6567.0,32.239347,273.583,44.168,4.2727,4.2732,0.0004,3.091657,3.091498,-0.000159,4.2359,0.7849,82.1836,0.0996,2.14,0.1215,2.43,0.0,0.0013,0.0013,0.0024,0.0024,0.1722,1e-12,1.0556e-11,0.0,9.4731,41.02056,-70.87158,43.820816458349725
EN608,4,3,2018-02-01 05:47:02,32.7612,32.7585,25.9775,25.9753,318.72313,-84.854,-84.738,4.2763,4.2763,1465.39,1465.39,9965.0,32.240986,415.167,29.944,4.2783,4.2783,0.0,3.091681,3.09145,-0.00023,4.2631,0.7589,82.7184,0.1114,2.434,0.8657,17.31,0.0,0.0018,0.0018,0.0027,0.0027,0.1721,1e-12,1.0556e-11,0.0,9.4731,41.0201,-70.87136,29.7096490100459
EN608,4,4,2018-02-01 05:47:15,32.7599,32.7574,25.9769,25.9748,318.75613,-84.893,-84.805,4.2724,4.2728,1465.37,1465.37,10286.0,32.241141,428.542,29.829,4.2745,4.2749,0.0004,3.091239,3.091057,-0.000182,4.2547,0.7669,82.5542,0.0967,2.0671,0.8729,17.46,0.0,0.0019,0.0019,0.0026,0.0026,0.1721,1e-12,1.0556e-11,0.0,9.4731,41.02006,-70.87133,29.59555728778547
EN608,4,5,2018-02-01 05:47:25,32.7596,32.7571,25.9766,25.9746,318.74959,-84.908,-84.701,4.2734,4.2735,1465.37,1465.37,10517.0,32.241252,438.167,29.756,4.2754,4.2755,0.0001,3.091291,3.091092,-0.000199,4.2444,0.7767,82.3512,0.0991,2.1269,0.8751,17.5,0.0,0.0018,0.0018,0.003,0.003,0.1722,1e-12,1.0556e-11,0.0,9.4731,41.02002,-70.8713,29.52313381369269
EN608,4,6,2018-02-01 05:47:34,32.7596,32.7572,25.9766,25.9747,318.75507,-85.021,-84.805,4.2727,4.2733,1465.37,1465.37,10736.0,32.241358,447.292,29.693,4.2747,4.2753,0.0006,3.091224,3.091074,-0.000151,4.2189,0.8013,81.8502,0.0903,1.9076,0.8652,17.3,0.0,0.0017,0.0017,0.0028,0.0028,0.1719,1e-12,1.0556e-11,0.0,9.4731,41.01998,-70.87126,29.460631342842458
EN608,4,7,2018-02-01 05:49:28,32.7604,32.7578,25.9768,25.9747,318.71874,-84.791,-84.627,4.2781,4.2785,1465.16,1465.16,13476.0,32.242679,561.458,15.489,4.2791,4.2795,0.0004,3.091041,3.090853,-0.000188,4.245,0.7762,82.3625,0.0965,2.0615,1.5957,31.91,0.0,0.0015,0.0015,0.0026,0.0026,0.1821,0.020377,0.2151,0.0,9.4731,41.01946,-70.87094,15.368316991173115
EN608,4,8,2018-02-01 05:49:37,32.7601,32.7574,25.9766,25.9745,318.72275,-84.826,-84.688,4.2776,4.2779,1465.16,1465.16,13702.0,32.242788,570.875,15.689,4.2787,4.279,0.0003,3.090989,3.090789,-0.0002,4.2519,0.7696,82.4988,0.1004,2.1605,1.5868,31.74,0.0,0.0014,0.0014,0.0025,0.0025,0.1817,0.019401,0.20481,0.0,9.4731,41.01943,-70.87094,15.566751134565912
EN608,4,9,2018-02-01 05:49:44,32.7601,32.7578,25.9766,25.9748,318.72606,-84.721,-84.621,4.2772,4.2776,1465.15,1465.15,13871.0,32.242869,577.917,15.196,4.2783,4.2786,0.0003,3.090934,3.090762,-0.000172,4.236,0.7848,82.1855,0.0991,2.1269,1.5998,32.0,0.0,0.0015,0.0015,0.0026,0.0026,0.1835,0.023676,0.24993,0.0,9.4731,41.01938,-70.87092,15.077610623561547
EN608,4,10,2018-02-01 05:49:51,32.7602,32.7576,25.9767,25.9745,318.721,-84.718,-84.609,4.2778,4.2785,1465.15,1465.15,14036.0,32.242949,584.792,15.335,4.2789,4.2795,0.0006,3.091003,3.090832,-0.000171,4.243,0.7781,82.3228,0.0917,1.9431,1.6011,32.02,0.0,0.0014,0.0014,0.0023,0.0023,0.1825,0.021293,0.22477,0.0,9.4731,41.01935,-70.87092,15.21552256959654
EN608,4,11,2018-02-01 05:52:14,32.7631,32.7605,25.9783,25.9761,318.65737,-84.703,-84.608,4.2859,4.2861,1465.0,1465.0,17471.0,32.244606,727.917,4.01,4.2862,4.2864,0.0002,3.091371,3.09116,-0.00021,4.2413,0.7797,82.2899,0.1117,2.4434,2.1857,43.72,0.0,0.0015,0.0015,0.0023,0.0023,0.6078,1.7968,18.967,0.0,9.4731,41.0187,-70.87068,3.978866742681134
EN608,4,12,2018-02-01 05:52:23,32.7632,32.7606,25.9783,25.9762,318.65981,-84.625,-84.583,4.2856,4.286,1465.0,1464.99,17669.0,32.244701,736.167,3.574,4.2858,4.2863,0.0004,3.091326,3.091139,-0.000187,4.2335,0.7871,82.137,0.0945,2.0116,2.2029,44.06,0.0,0.0014,0.0014,0.0019,0.0019,0.6448,2.0442,21.579,0.0,9.4731,41.01866,-70.87066,3.546255555642908
EN608,4,13,2018-02-01 05:52:30,32.7634,32.7609,25.9785,25.9764,318.65864,-84.683,-84.603,4.2857,4.2861,1464.99,1464.99,17852.0,32.244789,743.792,3.489,4.2859,4.2863,0.0004,3.09135,3.091164,-0.000187,4.2323,0.7883,82.1125,0.1076,2.3406,2.1989,43.98,0.0,0.0015,0.0015,0.0023,0.0023,0.644,2.048,21.62,0.0,9.4731,41.01861,-70.87064,3.46191611213483
EN608,4,14,2018-02-01 05:52:40,32.7636,32.7611,25.9786,25.9766,318.65743,-84.685,-84.564,4.2858,4.286,1465.0,1465.0,18094.0,32.244906,753.875,3.767,4.286,4.2863,0.0002,3.091384,3.091194,-0.000189,4.2389,0.782,82.2424,0.0975,2.0864,2.203,44.06,0.0,0.0014,0.0014,0.0022,0.0022,0.5966,1.7242,18.201,0.0,9.4731,41.01856,-70.87062,3.737755574708426
EN608,28,1,2018-02-04 18:25:02,32.5607,32.5573,25.9325,25.9296,328.91946,566.94,247.305,3.0659,3.0672,1459.59,1459.6,7225.0,35.767373,301.0,4.266,3.0662,3.0675,0.0013,2.971638,2.971461,-0.000178,4.0605,0.9564,78.7342,0.1515,3.4383,2.1221,42.44,0.0,3.5985,3.5987,1.8567,1.8568,2.1501,97.8,24.234,0.0,403.56,41.02938,-70.87988,4.232873524291195
EN608,5,1,2018-02-01 09:24:00,32.7474,32.7445,25.9108,25.9084,314.68105,-84.048,-83.784,4.8039,4.8054,1467.8,1467.8,9191.0,32.391666,382.917,44.594,4.8071,4.8086,0.0015,3.136165,3.136041,-0.000124,4.3302,0.6955,84.0396,0.0813,1.6827,0.4873,9.74,0.0,0.0015,0.0015,0.0024,0.0024,0.1722,1e-12,1.052e-11,0.0,9.5118,40.85798,-70.88402,44.24407896759748
EN608,5,2,2018-02-01 09:24:09,32.747,32.7445,25.9105,25.9085,314.68364,-83.965,-83.791,4.8036,4.8041,1467.81,1467.81,9399.0,32.391766,391.583,45.228,4.8069,4.8074,0.0005,3.136139,3.135963,-0.000176,4.3386,0.6877,84.2043,0.0944,2.0104,0.4765,9.53,0.0,0.0017,0.0017,0.0024,0.0024,0.1722,1e-12,1.052e-11,0.0,9.5118,40.85795,-70.88402,44.87303512241331
EN608,5,3,2018-02-01 09:24:16,32.7472,32.7448,25.9107,25.9087,314.68131,-84.01,-83.791,4.8039,4.8043,1467.81,1467.81,9567.0,32.391847,398.583,45.27,4.8071,4.8076,0.0005,3.136182,3.136013,-0.000169,4.3394,0.687,84.2195,0.0909,1.9238,0.4685,9.37,0.0,0.0014,0.0014,0.0024,0.0024,0.1722,1e-12,1.0556e-11,0.0,9.4731,40.85793,-70.88402,44.91470091930645
EN608,5,4,2018-02-01 09:24:23,32.7481,32.7455,25.9117,25.9095,314.70036,-83.904,-83.795,4.8011,4.8016,1467.8,1467.8,9744.0,32.391932,405.958,45.111,4.8044,4.8049,0.0005,3.136012,3.135831,-0.000181,4.3369,0.6893,84.171,0.0865,1.8117,0.47,9.4,0.0,0.0018,0.0018,0.0024,0.0024,0.1722,1e-12,1.052e-11,0.0,9.5118,40.8579,-70.88402,44.75696607206237
EN608,5,5,2018-02-01 09:26:50,32.7455,32.7426,25.908,25.9053,314.59636,-83.695,-83.459,4.8166,4.8202,1467.61,1467.62,13249.0,32.393623,552.0,30.274,4.8188,4.8224,0.0036,3.136368,3.136423,5.5e-05,4.3374,0.6888,84.1818,0.0825,1.7126,1.2161,24.32,0.0,0.0018,0.0018,0.003,0.0029,0.1722,1e-12,1.0556e-11,0.0,9.4731,40.85748,-70.8841,30.037488185513688
EN608,5,6,2018-02-01 09:26:57,32.7445,32.7414,25.9067,25.904,314.56034,-83.638,-83.437,4.8217,4.8235,1467.63,1467.64,13427.0,32.393709,559.417,30.377,4.8238,4.8257,0.0019,3.13672,3.136609,-0.00011,4.3303,0.6954,84.0421,0.079,1.6254,1.2078,24.15,0.0,0.0018,0.0018,0.003,0.003,0.1722,1e-12,1.0556e-11,0.0,9.4731,40.85744,-70.88412,30.139675984012328
