cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,t090c,t190c,t2_t190c,c0s_m,c1s_m,c2_c1s_m,v0,cstarat0,cstartr0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude,depsm
EN608,15,19,2018-02-02 19:23:19,33.559,33.5565,26.0661,26.0641,286.93862,-75.681,-75.505,8.5075,8.5079,1482.7,1482.7,32662.0,33.807857,1360.875,6.3,8.5081,8.5085,0.0004,3.532805,3.532605,-0.0002,4.4952,0.5439,87.2865,0.0678,1.3451,1.1609,23.22,0.0,0.0019,0.0012,0.0024,0.0023,2.1504,97.924,17.636,0.0,554.97,40.12008,-70.80616,6.25156344029382
EN608,15,20,2018-02-02 19:23:26,33.5587,33.5563,26.0661,26.0641,286.95239,-75.646,-75.514,8.5054,8.5066,1482.7,1482.71,32820.0,33.807934,1367.458,6.759,8.5061,8.5073,0.0011,3.532608,3.532484,-0.000124,4.4977,0.5417,87.3341,0.0658,1.2946,0.0197,0.39,0.0,0.002,0.0013,0.0024,0.0023,2.0933,85.686,16.507,0.0,518.97,40.12004,-70.8062,6.707027023615367
EN608,15,21,2018-02-02 19:23:33,33.56,33.5573,26.0664,26.0642,286.91618,-75.639,-75.503,8.5106,8.5111,1482.72,1482.72,32988.0,33.808015,1374.458,6.752,8.5113,8.5118,0.0005,3.5332,3.532992,-0.000208,4.4981,0.5413,87.3429,0.0681,1.3526,0.269,5.38,0.0,0.0019,0.0012,0.0024,0.0023,2.0713,81.355,15.936,0.0,510.5,40.12001,-70.80623,6.700080963511007
EN608,15,22,2018-02-02 19:23:39,33.5599,33.5576,26.0666,26.0645,286.93052,-75.723,-75.505,8.5085,8.5108,1482.71,1482.72,33144.0,33.80809,1380.958,6.491,8.5091,8.5115,0.0024,3.532981,3.532978,-3e-06,4.495,0.5441,87.2821,0.0655,1.2872,0.0278,0.56,0.0,0.0019,0.0012,0.0024,0.0023,2.0425,76.053,15.23,0.0,499.41,40.11998,-70.80627,6.441091982697349
EN608,15,23,2018-02-02 19:23:45,33.5591,33.5568,26.0667,26.0646,286.95905,-75.661,-75.51,8.5043,8.5057,1482.69,1482.69,33279.0,33.808155,1386.583,6.213,8.505,8.5063,0.0014,3.53252,3.532423,-9.7e-05,4.4972,0.5422,87.3252,0.0653,1.2834,0.0151,0.3,0.0,0.002,0.0013,0.0024,0.0023,2.0852,84.233,17.017,0.0,494.54,40.11996,-70.80632,6.16523362716551
EN608,15,24,2018-02-02 19:23:53,33.5594,33.557,26.0665,26.0645,286.94055,-75.622,-75.501,8.5071,8.5079,1482.69,1482.69,33460.0,33.808242,1394.125,5.758,8.5077,8.5085,0.0008,3.53278,3.53262,-0.000161,4.4919,0.547,87.2203,0.0607,1.1669,0.5565,11.13,0.0,0.002,0.0013,0.0024,0.0023,2.1376,95.035,18.689,0.0,508.57,40.11992,-70.80636,5.713738033919584
EN608,22,1,2018-02-04 03:20:45,35.522,35.5192,26.785,26.7834,256.56009,624.725,358.575,13.0413,13.0383,1503.47,1503.45,10763.0,35.139403,448.417,148.125,13.0618,13.0588,-0.0029,4.163841,4.163262,-0.000579,4.5062,0.5341,87.5017,0.0147,0.0163,0.1734,3.47,0.0,4.9366,4.9411,3.034,3.0335,0.1695,1e-12,1.0556e-11,0.0,9.4731,40.0841,-70.85508,146.93620102137385
EN608,22,2,2018-02-04 03:20:54,35.5248,35.5235,26.7854,26.7844,256.50973,624.612,347.381,13.0498,13.05,1503.5,1503.5,10972.0,35.139504,457.125,148.297,13.0704,13.0705,0.0002,4.164985,4.164868,-0.000117,4.5085,0.532,87.5473,0.0147,0.0163,0.1831,3.66,0.0,4.9365,4.941,3.0446,3.0441,0.1695,1e-12,1.0556e-11,0.0,9.4731,40.08408,-70.85504,147.10675938480512
EN608,22,3,2018-02-04 03:23:32,35.272,35.2824,26.6075,26.6116,257.43644,-68.542,465.996,12.9628,12.9828,1502.63,1502.71,14767.0,35.141334,615.25,131.584,12.9809,13.0009,0.02,4.128985,4.132033,0.003048,4.6005,0.4501,89.3568,0.0147,0.0163,1.0187,20.37,0.0,0.0016,0.0016,3.7818,3.7823,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.08362,-70.85428,130.53317848228974
EN608,22,4,2018-02-04 03:23:39,35.2189,35.2287,26.605,26.605,258.55864,-68.864,464.287,12.7705,12.8083,1501.9,1502.04,14949.0,35.141422,622.833,130.503,12.7882,12.8261,0.0378,4.104631,4.10933,0.004699,4.6051,0.4461,89.4475,0.015,0.0244,1.0631,21.26,0.0,0.0015,0.0015,3.7987,3.7992,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.0836,-70.85424,129.46115001627803
EN608,22,5,2018-02-04 03:26:37,35.0921,35.0834,26.536,26.5321,259.58149,-68.743,499.937,12.627,12.6128,1500.77,1500.71,19208.0,35.143476,800.292,100.942,12.6406,12.6264,-0.0142,4.075764,4.073491,-0.002273,4.603,0.448,89.4059,0.016,0.0487,2.5925,51.85,0.0,0.0024,0.0024,4.1145,4.1155,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.08298,-70.85335,100.1433125510752
EN608,22,6,2018-02-04 03:26:51,35.1155,35.1102,26.5475,26.5437,259.35796,-68.701,494.807,12.6605,12.6589,1500.92,1500.91,19539.0,35.143635,814.083,101.554,12.6742,12.6726,-0.0016,4.081483,4.080781,-0.000702,4.6038,0.4472,89.422,0.0174,0.0842,2.5622,51.24,0.0,0.0024,0.0024,4.0519,4.0529,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.08295,-70.85329,100.75032087931129
EN608,22,7,2018-02-04 03:26:58,35.1169,35.1158,26.55,26.5488,259.39245,-68.716,502.393,12.6536,12.6547,1500.9,1500.9,19713.0,35.143719,821.333,101.682,12.6673,12.6684,0.0011,4.08097,4.080956,-1.4e-05,4.6046,0.4465,89.4377,0.0159,0.0468,2.5552,51.1,0.0,0.0024,0.0024,4.0685,4.0695,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.08292,-70.85324,100.87727664218927
EN608,22,8,2018-02-04 03:29:28,34.3152,34.3133,26.3414,26.3396,273.47359,-72.421,604.607,10.4307,10.4329,1491.92,1491.92,23328.0,35.145462,971.958,81.629,10.4403,10.4425,0.0022,3.78673,3.786744,1.4e-05,4.5333,0.5097,88.0356,0.0442,0.7551,3.5428,70.86,0.0,0.0022,0.0022,4.599,4.6004,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.08244,-70.85259,80.98691190030576
EN608,22,9,2018-02-04 03:29:36,34.3152,34.3127,26.3413,26.3393,273.4702,-72.448,612.228,10.4313,10.4311,1491.92,1491.92,23519.0,35.145555,979.917,81.908,10.4409,10.4408,-0.0001,3.78679,3.78653,-0.00026,4.5338,0.5093,88.0449,0.0384,0.6094,3.5407,70.81,0.0,0.0021,0.0021,4.5687,4.57,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.08242,-70.85255,81.26366238127052
EN608,22,10,2018-02-04 03:35:21,34.2298,34.2275,26.3118,26.3098,274.9117,-72.707,610.839,10.2198,10.2208,1490.69,1490.69,31782.0,35.149539,1324.208,59.635,10.2267,10.2277,0.0011,3.757394,3.757275,-0.000118,4.5229,0.5191,87.8297,0.0455,0.7882,4.6775,93.55,0.0,0.002,0.0019,4.5649,4.5664,0.1691,1e-12,1.0556e-11,0.0,9.4731,40.08139,-70.8508,59.16906825953917
EN608,22,11,2018-02-04 03:35:30,34.2304,34.2282,26.3118,26.31,274.89318,-72.666,629.497,10.2226,10.2228,1490.7,1490.7,31999.0,35.149644,1333.25,59.936,10.2295,10.2298,0.0002,3.757741,3.757541,-0.0002,4.5208,0.5209,87.789,0.0389,0.6231,4.6675,93.35,0.0,0.0021,0.002,4.5645,4.5659,0.1691,1e-12,1.0556e-11,0.0,9.4731,40.08137,-70.85075,59.4676731504848
EN608,22,12,2018-02-04 03:35:39,34.2321,34.2288,26.3121,26.3098,274.85444,-72.683,583.968,10.2286,10.2267,1490.72,1490.71,32219.0,35.14975,1342.417,59.513,10.2355,10.2336,-0.0018,3.758438,3.757939,-0.000498,4.5228,0.5191,87.8278,0.0465,0.8143,4.7079,94.16,0.0,0.002,0.0019,4.5618,4.5633,0.169,1e-12,1.0556e-11,0.0,9.4731,40.08134,-70.8507,59.04803891062453
EN608,22,13,2018-02-04 03:38:15,33.6518,33.6443,26.1242,26.1216,286.13474,-75.651,660.649,8.599,8.5777,1483.75,1483.66,35975.0,35.151562,1498.917,41.41,8.6033,8.582,-0.0213,3.551744,3.549107,-0.002637,4.4546,0.5807,86.4874,0.0534,0.9844,0.0449,0.9,0.0,0.0021,0.002,4.6921,4.6935,0.1685,1e-12,1.0556e-11,0.0,9.4731,40.08084,-70.84986,41.08827622727064
EN608,22,14,2018-02-04 03:38:27,33.5716,33.5646,26.1082,26.1021,288.29152,-76.219,661.42,8.2914,8.2952,1482.5,1482.5,36259.0,35.151698,1510.75,41.397,8.2955,8.2994,0.0039,3.516392,3.516082,-0.00031,4.4416,0.5925,86.2315,0.0538,0.995,0.051,1.02,0.0,0.0022,0.0021,4.7167,4.7182,0.1684,1e-12,1.0556e-11,0.0,9.4731,40.0808,-70.84981,41.07537852170593
EN608,22,15,2018-02-04 03:38:38,33.5938,33.5931,26.1086,26.1071,287.51309,-76.149,656.819,8.404,8.4103,1482.95,1482.97,36506.0,35.151818,1521.042,41.498,8.4082,8.4145,0.0063,3.528648,3.52915,0.000502,4.4465,0.5881,86.3281,0.0569,1.0722,1.2668,25.34,0.0,0.0021,0.002,4.7314,4.7329,0.1684,1e-12,1.0556e-11,0.0,9.4731,40.08077,-70.84976,41.17558375126183
EN608,22,16,2018-02-04 03:41:50,33.5059,33.5032,26.0892,26.087,289.85934,-76.545,660.121,8.0749,8.0752,1481.24,1481.24,41125.0,35.154045,1713.5,19.803,8.0769,8.0771,0.0002,3.489618,3.489377,-0.000241,4.4286,0.6044,85.9761,0.0575,1.0872,1.1942,23.89,0.0,0.0021,0.002,4.7174,4.7188,0.1779,0.010119,0.10682,0.0,9.4731,40.08024,-70.84886,19.650175378961283
EN608,22,17,2018-02-04 03:42:00,33.5047,33.5019,26.0877,26.0853,289.83753,-76.458,673.754,8.0786,8.0794,1481.26,1481.26,41358.0,35.154158,1723.208,20.103,8.0806,8.0814,0.0008,3.489849,3.489654,-0.000196,4.4253,0.6075,85.9099,0.059,1.1252,0.6308,12.62,0.0,0.0019,0.0018,4.7346,4.736,0.1788,0.012175,0.12852,0.0,9.4731,40.08022,-70.84882,19.947845692759024
EN608,22,18,2018-02-04 03:42:08,33.5058,33.503,26.0893,26.0871,289.86712,-76.527,651.463,8.0738,8.0738,1481.24,1481.23,41562.0,35.154256,1731.708,20.022,8.0757,8.0758,0.0,3.489513,3.489257,-0.000256,4.4293,0.6038,85.9898,0.0594,1.1358,1.7719,35.44,0.0,0.002,0.0019,4.7221,4.7234,0.178,0.010299,0.10872,0.0,9.4731,40.0802,-70.84876,19.867474750711438
EN608,22,19,2018-02-04 03:44:44,33.5101,33.5075,26.0898,26.0877,289.73045,-76.401,664.057,8.0947,8.0953,1481.07,1481.07,45310.0,35.156063,1887.875,5.22,8.0952,8.0958,0.0007,3.491004,3.49082,-0.000183,4.4261,0.6067,85.9266,0.0595,1.1376,0.592,11.84,0.0,0.0021,0.002,4.7237,4.7249,0.4476,0.91725,9.6827,0.0,9.4731,40.07988,-70.84775,5.1798991817237185
EN608,22,20,2018-02-04 03:44:54,33.5103,33.5074,26.09,26.0877,289.73492,-76.355,658.537,8.0939,8.0947,1481.08,1481.08,45529.0,35.156169,1897.0,5.593,8.0944,8.0952,0.0008,3.49097,3.490771,-0.000199,4.4258,0.6071,85.9192,0.0569,1.0735,0.0228,0.46,0.0,0.0021,0.002,4.7076,4.7089,0.4122,0.76395,8.0644,0.0,9.4731,40.07986,-70.84769,5.55002871859414
EN608,22,21,2018-02-04 03:45:02,33.5101,33.5074,26.0898,26.0876,289.73095,-76.338,671.146,8.0944,8.095,1481.11,1481.11,45728.0,35.156265,1905.292,7.28,8.0951,8.0957,0.0006,3.49109,3.49089,-0.0002,4.4311,0.6022,86.0246,0.0583,1.1071,0.54,10.8,0.0,0.0022,0.0021,4.7439,4.7452,0.3202,0.41887,4.4216,0.0,9.4731,40.07984,-70.84764,7.22403785745251
EN608,22,22,2018-02-04 03:45:10,33.5101,33.5075,26.0898,26.0877,289.73136,-76.366,669.268,8.0944,8.095,1481.09,1481.09,45933.0,35.156364,1913.833,6.497,8.095,8.0956,0.0006,3.49105,3.490857,-0.000192,4.4253,0.6075,85.9099,0.0615,1.1875,0.3122,6.24,0.0,0.0021,0.002,4.7387,4.7399,0.3477,0.51431,5.4292,0.0,9.4731,40.07982,-70.84758,6.44706910718402
EN608,22,23,2018-02-04 03:45:20,33.5096,33.5071,26.0894,26.0874,289.73241,-76.324,671.474,8.0943,8.0945,1481.11,1481.11,46174.0,35.15648,1923.875,7.362,8.095,8.0952,0.0001,3.491039,3.490818,-0.000222,4.4295,0.6037,85.9918,0.0633,1.2323,0.5784,11.57,0.0,0.0021,0.002,4.7269,4.7281,0.3157,0.4037,4.2616,0.0,9.4731,40.0798,-70.84752,7.305406061607652
EN608,22,24,2018-02-04 03:45:29,33.5095,33.5067,26.089,26.0867,289.71847,-76.363,666.946,8.0965,8.0971,1481.1,1481.1,46379.0,35.156579,1932.417,6.662,8.0972,8.0978,0.0006,3.491193,3.490985,-0.000209,4.4301,0.6031,86.005,0.0632,1.2292,0.4878,9.75,0.0,0.002,0.0019,4.7268,4.728,0.3408,0.48964,5.1687,0.0,9.4731,40.07977,-70.84747,6.610798399597114
EN608,30,1,2018-02-05 00:07:32,32.045,32.0416,25.6552,25.6524,345.9234,252.285,165.805,1.2422,1.2433,1451.07,1451.07,5457.0,36.005224,227.333,13.494,1.2427,1.2438,0.0011,2.780666,2.780491,-0.000175,2.5087,2.9216,48.2023,0.1855,4.288,0.1832,3.66,0.0,1.8062,1.8062,1.3448,1.3448,0.1765,0.0066188,0.058224,0.0,11.368,41.3224,-70.5752,13.388557923014941
EN608,30,2,2018-02-05 00:07:39,32.0442,32.0408,25.6546,25.6518,345.93323,255.935,163.927,1.2413,1.2421,1451.07,1451.07,5639.0,36.005312,234.917,13.938,1.2419,1.2427,0.0008,2.780552,2.780354,-0.000198,2.2268,3.4163,42.6576,0.1948,4.5209,0.1814,3.63,0.0,1.8247,1.8247,1.3516,1.3516,0.1756,0.0043926,0.038641,0.0,11.368,41.3224,-70.57514,13.829073616643486
EN608,30,3,2018-02-05 00:07:46,32.0447,32.0413,25.6549,25.6521,345.92297,257.599,163.505,1.2423,1.2424,1451.08,1451.08,5795.0,36.005387,241.417,14.221,1.2428,1.243,0.0001,2.780684,2.780423,-0.000261,2.3881,3.1218,45.8305,0.1838,4.245,0.1499,3.0,0.0,1.839,1.8391,1.3516,1.3516,0.1747,0.0022311,0.019626,0.0,11.368,41.3224,-70.5751,14.109852268691604
EN608,30,4,2018-02-05 00:07:54,32.0461,32.0426,25.6556,25.6528,345.86199,262.675,163.971,1.2487,1.2489,1451.11,1451.11,5997.0,36.005484,249.833,14.275,1.2492,1.2495,0.0003,2.781308,2.781061,-0.000247,2.9893,2.206,57.6576,0.1765,4.0618,0.5173,10.35,0.0,1.8595,1.8595,1.3548,1.3548,0.1755,0.0042123,0.037055,0.0,11.368,41.32238,-70.57506,14.163428363460543
EN608,30,5,2018-02-05 00:09:33,32.047,32.0436,25.6562,25.6534,345.83635,303.217,166.312,1.2514,1.2527,1451.06,1451.06,8367.0,36.006627,348.583,10.328,1.2518,1.2531,0.0013,2.78142,2.781256,-0.000164,3.3233,1.7709,64.2298,0.1658,3.7952,0.3503,7.01,0.0,2.0817,2.0818,1.3657,1.3657,0.1861,0.030129,0.26504,0.0,11.368,41.32224,-70.5747,10.247375724681744
EN608,30,6,2018-02-05 00:09:39,32.047,32.0436,25.6564,25.6536,345.86437,304.276,166.521,1.2483,1.2498,1451.05,1451.05,8518.0,36.0067,354.875,10.312,1.2487,1.2502,0.0015,2.781164,2.781019,-0.000146,3.1279,2.0179,60.3853,0.1682,3.8562,0.3435,6.87,0.0,2.0933,2.0934,1.3673,1.3673,0.1839,0.024596,0.21636,0.0,11.368,41.32224,-70.57469,10.231501023790436
EN608,30,7,2018-02-05 00:09:46,32.0468,32.0434,25.6562,25.6535,345.85241,309.39,167.619,1.2497,1.2493,1451.05,1451.04,8668.0,36.006772,361.125,9.953,1.2501,1.2497,-0.0004,2.781248,2.780947,-0.000302,2.9429,2.2664,56.7462,0.1807,4.1671,0.3619,7.24,0.0,2.1079,2.108,1.3685,1.3685,0.1858,0.029394,0.25858,0.0,11.368,41.32224,-70.57466,9.875312098596297
EN608,30,8,2018-02-05 00:09:52,32.0469,32.0432,25.6562,25.6532,345.85015,311.096,167.459,1.2499,1.2498,1451.05,1451.04,8816.0,36.006844,367.292,9.999,1.2503,1.2503,-0.0001,2.781275,2.780979,-0.000296,3.1141,2.0367,60.1132,0.162,3.6986,0.3575,7.15,0.0,2.122,2.1221,1.3683,1.3683,0.1911,0.042455,0.37347,0.0,11.368,41.32224,-70.57464,9.920951939812864
EN608,30,9,2018-02-05 00:11:54,32.0487,32.0454,25.657,25.6543,345.75197,351.62,168.932,1.2605,1.2611,1451.0,1451.0,11740.0,36.008254,489.125,4.046,1.2607,1.2612,0.0005,2.781997,2.781775,-0.000221,3.394,1.6852,65.6211,0.1627,3.7167,0.6961,13.92,0.0,2.3436,2.3437,1.3756,1.3756,0.4643,0.99423,8.7461,0.0,11.368,41.32222,-70.57423,4.014476563344521
EN608,30,10,2018-02-05 00:12:00,32.0484,32.045,25.6567,25.654,345.75351,355.71,168.869,1.2605,1.2611,1450.99,1450.99,11895.0,36.008329,495.583,3.678,1.2606,1.2612,0.0006,2.781948,2.781729,-0.00022,3.3854,1.6954,65.452,0.1522,3.4556,0.7043,14.09,0.0,2.3567,2.3568,1.3781,1.3781,0.4501,0.93019,8.1827,0.0,11.368,41.32222,-70.5742,3.64934700454298
EN608,30,11,2018-02-05 00:12:06,32.0482,32.0449,25.6565,25.6539,345.73867,358.082,166.509,1.2622,1.2625,1450.99,1450.99,12027.0,36.008392,501.083,3.228,1.2623,1.2626,0.0003,2.782055,2.78182,-0.000234,3.3665,1.7183,65.0789,0.1535,3.4862,0.7119,14.24,0.0,2.3664,2.3665,1.3796,1.3796,0.4682,1.0124,8.9057,0.0,11.368,41.3222,-70.5742,3.2028561689999506
EN608,30,12,2018-02-05 00:12:13,32.0482,32.0449,25.6565,25.6538,345.73521,360.724,170.142,1.2626,1.2628,1451.01,1451.01,12198.0,36.008475,508.208,4.152,1.2627,1.263,0.0003,2.782124,2.781888,-0.000237,3.4165,1.6583,66.0633,0.152,3.4494,0.693,13.86,0.0,2.3701,2.3702,1.3777,1.3777,0.4068,0.74241,6.5308,0.0,11.368,41.32218,-70.57417,4.119649630554341
EN608,30,13,2018-02-05 00:12:19,32.0482,32.0451,25.6565,25.654,345.73792,362.931,169.374,1.2622,1.2626,1451.01,1451.0,12358.0,36.008552,514.875,4.059,1.2624,1.2628,0.0003,2.782098,2.781878,-0.000219,3.3983,1.68,65.7055,0.1469,3.3217,0.6708,13.42,0.0,2.3865,2.3866,1.3793,1.3793,0.4188,0.79119,6.991,0.0,11.329,41.32218,-70.57412,4.027375149968646
EN608,30,14,2018-02-05 00:12:26,32.0486,32.0454,25.6568,25.6542,345.73587,362.971,169.291,1.2624,1.2628,1451.01,1451.01,12513.0,36.008627,521.333,4.217,1.2625,1.263,0.0004,2.782143,2.781924,-0.00022,3.4175,1.6571,66.082,0.1521,3.4519,0.6805,13.61,0.0,2.399,2.3991,1.3809,1.381,0.3982,0.70597,6.2103,0.0,11.368,41.32216,-70.57409,4.184142522375849
EN608,17,1,2018-02-03 13:01:19,35.3339,35.3349,26.65,26.6489,257.18189,-68.217,-67.668,12.9962,13.0061,1502.03,1502.07,31827.0,34.54257,1326.083,85.769,13.008,13.0179,0.0099,4.136054,4.137129,0.001075,4.5828,0.4657,89.0092,0.0289,0.372,0.0339,0.68,0.0,0.0021,0.0005,0.0024,0.0045,0.2082,0.086013,0.063053,0.0,136.41,39.7713,-70.67842,85.0959152961626
EN608,17,2,2018-02-03 13:01:31,35.3231,35.3367,26.6488,26.6487,257.38723,-68.298,-67.728,12.9611,13.0138,1501.91,1502.1,32120.0,34.542712,1338.292,86.148,12.9729,13.0257,0.0528,4.131517,4.138097,0.00658,4.5828,0.4658,89.0087,0.0311,0.4281,1.2543,25.09,0.0,0.0019,0.0003,0.0024,0.0045,0.2089,0.088026,0.064177,0.0,137.15,39.77126,-70.67848,85.47186257005843
EN608,17,3,2018-02-03 13:01:41,35.3902,35.3603,26.6534,26.6503,256.0336,-67.969,-67.358,13.1944,13.096,1502.77,1502.41,32365.0,34.54283,1348.5,86.423,13.2064,13.1079,-0.0985,4.161415,4.148634,-0.012781,4.5902,0.4592,89.1539,0.0287,0.3671,0.0311,0.62,0.0,0.0019,0.0003,0.0024,0.0045,0.2085,0.086855,0.06195,0.0,140.2,39.77124,-70.67849,85.74464709945704
EN608,17,4,2018-02-03 13:05:56,35.1497,35.1478,26.6408,26.6389,261.13681,-68.644,-68.143,12.3333,12.3357,1498.28,1498.28,38487.0,34.545782,1603.583,8.216,12.3344,12.3368,0.0024,4.0479,4.047939,3.9e-05,4.5531,0.4921,88.4253,0.0377,0.5932,0.022,0.44,0.0,0.0019,0.0006,0.0024,0.0041,1.5872,25.985,20.169,0.0,128.83,39.7706,-70.67977,8.153056244735932
EN608,17,5,2018-02-03 13:06:04,35.1488,35.1469,26.6418,26.6397,261.18612,-68.62,-68.159,12.3245,12.3276,1498.25,1498.26,38684.0,34.545877,1611.792,8.495,12.3257,12.3287,0.0031,4.046977,4.047076,0.0001,4.5533,0.492,88.4278,0.0437,0.7421,0.021,0.42,0.0,0.002,0.0007,0.0024,0.0041,1.5373,23.048,18.157,0.0,126.94,39.77059,-70.6798,8.429913087729746
EN608,17,6,2018-02-03 13:06:14,35.1489,35.1475,26.6403,26.6388,261.14191,-68.613,-68.149,12.3326,12.3346,1498.28,1498.29,38908.0,34.545985,1621.125,8.756,12.3337,12.3358,0.0021,4.047776,4.04783,5.4e-05,4.5528,0.4923,88.419,0.0411,0.6779,1.0924,21.85,0.0,0.0019,0.0006,0.0024,0.0041,1.5074,21.453,16.9,0.0,126.94,39.77057,-70.67983,8.688907859709328
EN608,2,1,2018-02-01 00:35:19,32.3937,32.3914,25.8333,25.8314,332.71482,-88.804,-88.657,2.6592,2.6593,1457.71,1457.71,9606.0,32.024516,400.208,9.789,2.6597,2.6599,0.0002,2.924364,2.924188,-0.000176,4.3241,0.7013,83.9185,0.0678,1.3463,1.9055,38.11,0.0,0.0015,0.0015,0.0024,0.0024,0.2612,0.23274,2.4568,0.0,9.4731,41.0286,-70.65053,9.71285706942828
EN608,2,2,2018-02-01 00:35:34,32.3937,32.3913,25.8339,25.832,332.77873,-88.884,-88.673,2.6516,2.6516,1457.68,1457.68,9984.0,32.024699,415.958,9.695,2.6521,2.6521,0.0,2.923731,2.92354,-0.000191,4.3222,0.703,83.8818,0.0565,1.0635,1.9107,38.21,0.0,0.0018,0.0018,0.0024,0.0024,0.2542,0.2124,2.2421,0.0,9.4731,41.0286,-70.65042,9.619590433903905
EN608,2,3,2018-02-01 00:37:55,32.3928,32.3903,25.8332,25.8311,332.77941,-88.781,-88.547,2.6521,2.6524,1457.59,1457.59,13368.0,32.026331,556.958,4.098,2.6523,2.6526,0.0004,2.923428,2.923256,-0.000172,4.3042,0.72,83.5268,0.0683,1.3588,2.2202,44.4,0.0,0.0017,0.0017,0.0029,0.0029,0.5816,1.6502,17.42,0.0,9.4731,41.02868,-70.64938,4.0661801737052965
EN608,2,4,2018-02-01 00:38:04,32.393,32.3905,25.8333,25.8313,332.77415,-88.653,-88.465,2.6526,2.6527,1457.59,1457.59,13580.0,32.026433,565.792,3.949,2.6528,2.6529,0.0001,2.923483,2.92329,-0.000193,4.3053,0.7189,83.5494,0.0595,1.1376,2.2156,44.31,0.0,0.0018,0.0018,0.003,0.003,0.5779,1.6046,16.939,0.0,9.4731,41.0287,-70.6493,3.918338533330245
EN608,6,1,2018-02-01 13:54:08,32.6173,32.6147,25.8823,25.8802,320.55083,-85.251,-85.134,4.0877,4.088,1464.1,1464.1,9440.0,32.579251,393.292,10.636,4.0884,4.0887,0.0003,3.062499,3.062303,-0.000195,4.3312,0.6946,84.0592,0.0674,1.3339,2.7482,54.96,0.0,0.0018,0.0018,0.0028,0.0027,1.6743,31.984,7.6749,0.0,416.74,40.69095,-70.65586,10.553570221564492
EN608,6,2,2018-02-01 13:54:16,32.6173,32.6147,25.8822,25.8801,320.54013,-85.091,-84.996,4.0891,4.0893,1464.1,1464.1,9636.0,32.579346,401.458,10.574,4.0898,4.09,0.0002,3.062612,3.062415,-0.000198,4.3321,0.6938,84.0769,0.0717,1.4422,2.7398,54.8,0.0,0.0019,0.0019,0.003,0.0029,1.6895,33.172,7.9106,0.0,419.29,40.69088,-70.65584,10.492052303869858
EN608,6,3,2018-02-01 13:56:43,32.6167,32.6143,25.8824,25.8805,320.59483,-85.107,-84.838,4.0827,4.0827,1463.98,1463.98,13155.0,32.581043,548.083,4.951,4.083,4.0831,0.0001,3.061741,3.061545,-0.000196,4.3262,0.6993,83.9607,0.0613,1.1825,2.6992,53.98,0.0,0.0014,0.0014,0.0025,0.0025,2.1374,95.08,22.567,0.0,421.07,40.68994,-70.65543,4.9126971298444975
EN608,6,4,2018-02-01 13:56:50,32.6167,32.6143,25.8824,25.8805,320.59805,-85.303,-85.227,4.0823,4.0824,1463.99,1463.98,13330.0,32.581127,555.375,5.275,4.0826,4.0827,0.0001,3.061722,3.061529,-0.000193,4.3267,0.6988,83.97,0.0634,1.2342,3.056,61.12,0.0,0.0014,0.0014,0.0025,0.0025,2.0867,84.369,20.034,0.0,421.15,40.68989,-70.65543,5.234186425632201
EN608,10,1,2018-02-02 04:07:39,33.2816,33.2791,25.934,25.932,291.26829,-76.896,-76.897,7.9323,7.9321,1480.5,1480.49,12101.0,33.17197,504.167,24.319,7.9347,7.9344,-0.0003,3.456109,3.455852,-0.000257,4.4679,0.5686,86.7487,0.0498,0.8947,3.521,70.42,0.0,0.0023,0.0023,0.0029,0.0027,0.1697,1e-12,8.7712e-12,0.0,11.407,40.35988,-70.66178,24.130455844672493
EN608,10,2,2018-02-02 04:07:46,33.2831,33.2803,25.9345,25.9325,291.23899,-76.919,-76.846,7.9363,7.9351,1480.51,1480.51,12274.0,33.172053,511.375,24.341,7.9386,7.9375,-0.0012,3.456601,3.456235,-0.000366,4.459,0.5767,86.5742,0.0561,1.0529,3.5027,70.05,0.0,0.0022,0.0022,0.0028,0.0027,0.1697,1e-12,8.7455e-12,0.0,11.445,40.35986,-70.66176,24.15228399116536
EN608,10,3,2018-02-02 04:10:35,33.2212,33.2189,25.9166,25.9148,292.78413,-77.182,-77.139,7.7257,7.7255,1479.33,1479.32,16336.0,33.174012,680.625,5.924,7.7263,7.7261,-0.0002,3.431132,3.430895,-0.000238,4.4478,0.5869,86.3526,0.0499,0.8984,4.3937,87.87,0.0,0.0021,0.0021,0.0024,0.0023,0.1941,0.050134,0.44102,0.0,11.368,40.35944,-70.66133,5.8783337262313715
